training_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,lr5e-5,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MAX,sso01-adamw-lr3e-5-base-s2rvguqj - _step,sso01-adamw-lr3e-5-base-s2rvguqj - _step__MIN,sso01-adamw-lr3e-5-base-s2rvguqj - _step__MAX,lr3e-5,sso01-adamw-lr3e-5-base-s2rvguqj - training/f1_score-EEE__MIN,sso01-adamw-lr3e-5-base-s2rvguqj - training/f1_score-EEE__MAX,sso01-adamw-lr2e-5-base-2fg7kdwu - _step,sso01-adamw-lr2e-5-base-2fg7kdwu - _step__MIN,sso01-adamw-lr2e-5-base-2fg7kdwu - _step__MAX,lr2e-5,sso01-adamw-lr2e-5-base-2fg7kdwu - training/f1_score-EEE__MIN,sso01-adamw-lr2e-5-base-2fg7kdwu - training/f1_score-EEE__MAX,sso01-adamw-lr1e-5-base-9kqvntjn - _step,sso01-adamw-lr1e-5-base-9kqvntjn - _step__MIN,sso01-adamw-lr1e-5-base-9kqvntjn - _step__MAX,lr1e-5,sso01-adamw-lr1e-5-base-9kqvntjn - training/f1_score-EEE__MIN,sso01-adamw-lr1e-5-base-9kqvntjn - training/f1_score-EEE__MAX,sso01-adamw-lr2e-4-base-14tz536k - _step,sso01-adamw-lr2e-4-base-14tz536k - _step__MIN,sso01-adamw-lr2e-4-base-14tz536k - _step__MAX,lr2e-4,sso01-adamw-lr2e-4-base-14tz536k - training/f1_score-EEE__MIN,sso01-adamw-lr2e-4-base-14tz536k - training/f1_score-EEE__MAX,sso01-adamw-base-rniq89vc - _step,sso01-adamw-base-rniq89vc - _step__MIN,sso01-adamw-base-rniq89vc - _step__MAX,lr4e-4,sso01-adamw-base-rniq89vc - training/f1_score-EEE__MIN,sso01-adamw-base-rniq89vc - training/f1_score-EEE__MAX
2795,29606,29606,29606,0.990471078,0.990471078,0.990471078,29606,29606,29606,0.382602324,0.382602324,0.382602324,29606,29606,29606,0.885156153,0.885156153,0.885156153,29606,29606,29606,0.475048249,0.475048249,0.475048249,29606,29606,29606,0,0,0,29606,29606,29606,0,0,0
2796,29615,29615,29615,0.988056661,0.988056661,0.988056661,29615,29615,29615,0.519191126,0.519191126,0.519191126,29615,29615,29615,0.915096819,0.915096819,0.915096819,29615,29615,29615,0.612805248,0.612805248,0.612805248,29615,29615,29615,0,0,0,29615,29615,29615,0,0,0
2797,29624,29624,29624,0.989659972,0.989659972,0.989659972,29624,29624,29624,0.490178482,0.490178482,0.490178482,29624,29624,29624,0.91344974,0.91344974,0.91344974,29624,29624,29624,0.60199132,0.60199132,0.60199132,29624,29624,29624,0,0,0,29624,29624,29624,0,0,0
2798,29633,29633,29633,0.98880453,0.98880453,0.98880453,29633,29633,29633,0.405301821,0.405301821,0.405301821,29633,29633,29633,0.903353057,0.903353057,0.903353057,29633,29633,29633,0.506256554,0.506256554,0.506256554,29633,29633,29633,0,0,0,29633,29633,29633,0,0,0
2799,29642,29642,29642,0.982147917,0.982147917,0.982147917,29642,29642,29642,0.504935422,0.504935422,0.504935422,29642,29642,29642,0.910242684,0.910242684,0.910242684,29642,29642,29642,0.596115288,0.596115288,0.596115288,29642,29642,29642,0,0,0,29642,29642,29642,0,0,0
2800,29651,29651,29651,0.969976297,0.969976297,0.969976297,29651,29651,29651,0.391564669,0.391564669,0.391564669,29651,29651,29651,0.826172554,0.826172554,0.826172554,29651,29651,29651,0.452954048,0.452954048,0.452954048,29651,29651,29651,0,0,0,29651,29651,29651,0,0,0
2801,29660,29660,29660,0.980595396,0.980595396,0.980595396,29660,29660,29660,0.424185365,0.424185365,0.424185365,29660,29660,29660,0.887129609,0.887129609,0.887129609,29660,29660,29660,0.512748066,0.512748066,0.512748066,29660,29660,29660,0,0,0,29660,29660,29660,0,0,0
2802,29669,29669,29669,0.9815816,0.9815816,0.9815816,29669,29669,29669,0.513128573,0.513128573,0.513128573,29669,29669,29669,0.917626527,0.917626527,0.917626527,29669,29669,29669,0.611690132,0.611690132,0.611690132,29669,29669,29669,0,0,0,29669,29669,29669,0,0,0
2803,29678,29678,29678,0.994823123,0.994823123,0.994823123,29678,29678,29678,0.457790083,0.457790083,0.457790083,29678,29678,29678,0.926814268,0.926814268,0.926814268,29678,29678,29678,0.56706765,0.56706765,0.56706765,29678,29678,29678,0,0,0,29678,29678,29678,0,0,0
2804,29687,29687,29687,0.984831743,0.984831743,0.984831743,29687,29687,29687,0.482122602,0.482122602,0.482122602,29687,29687,29687,0.890401634,0.890401634,0.890401634,29687,29687,29687,0.55771132,0.55771132,0.55771132,29687,29687,29687,0,0,0,29687,29687,29687,0,0,0
2805,29696,29696,29696,0.97047586,0.97047586,0.97047586,29696,29696,29696,0.316884012,0.316884012,0.316884012,29696,29696,29696,0.796128071,0.796128071,0.796128071,29696,29696,29696,0.43099956,0.43099956,0.43099956,29696,29696,29696,0,0,0,29696,29696,29696,0,0,0
2806,29705,29705,29705,0.991717036,0.991717036,0.991717036,29705,29705,29705,0.441955091,0.441955091,0.441955091,29705,29705,29705,0.916003351,0.916003351,0.916003351,29705,29705,29705,0.554052279,0.554052279,0.554052279,29705,29705,29705,0,0,0,29705,29705,29705,0,0,0
2807,29714,29714,29714,0.993113447,0.993113447,0.993113447,29714,29714,29714,0.522214759,0.522214759,0.522214759,29714,29714,29714,0.883121205,0.883121205,0.883121205,29714,29714,29714,0.585934391,0.585934391,0.585934391,29714,29714,29714,0,0,0,29714,29714,29714,0,0,0
2808,29723,29723,29723,0.991663812,0.991663812,0.991663812,29723,29723,29723,0.430593767,0.430593767,0.430593767,29723,29723,29723,0.886875922,0.886875922,0.886875922,29723,29723,29723,0.534387667,0.534387667,0.534387667,29723,29723,29723,0,0,0,29723,29723,29723,0,0,0
2809,29732,29732,29732,0.981818182,0.981818182,0.981818182,29732,29732,29732,0.402347808,0.402347808,0.402347808,29732,29732,29732,0.872237569,0.872237569,0.872237569,29732,29732,29732,0.48539657,0.48539657,0.48539657,29732,29732,29732,0,0,0,29732,29732,29732,0,0,0
2810,29741,29741,29741,0.984079496,0.984079496,0.984079496,29741,29741,29741,0.458955967,0.458955967,0.458955967,29741,29741,29741,0.881093129,0.881093129,0.881093129,29741,29741,29741,0.587987212,0.587987212,0.587987212,29741,29741,29741,0,0,0,29741,29741,29741,0,0,0
2811,29750,29750,29750,0.989198172,0.989198172,0.989198172,29750,29750,29750,0.480846518,0.480846518,0.480846518,29750,29750,29750,0.902570116,0.902570116,0.902570116,29750,29750,29750,0.616599162,0.616599162,0.616599162,29750,29750,29750,0,0,0,29750,29750,29750,0,0,0
2812,29759,29759,29759,0.96433057,0.96433057,0.96433057,29759,29759,29759,0.403922803,0.403922803,0.403922803,29759,29759,29759,0.886979044,0.886979044,0.886979044,29759,29759,29759,0.532692159,0.532692159,0.532692159,29759,29759,29759,0,0,0,29759,29759,29759,0,0,0
2813,29768,29768,29768,0.989872068,0.989872068,0.989872068,29768,29768,29768,0.38820483,0.38820483,0.38820483,29768,29768,29768,0.897943831,0.897943831,0.897943831,29768,29768,29768,0.497259879,0.497259879,0.497259879,29768,29768,29768,0,0,0,29768,29768,29768,0,0,0
2814,29777,29777,29777,0.979728173,0.979728173,0.979728173,29777,29777,29777,0.432742599,0.432742599,0.432742599,29777,29777,29777,0.874986857,0.874986857,0.874986857,29777,29777,29777,0.526104418,0.526104418,0.526104418,29777,29777,29777,0,0,0,29777,29777,29777,0,0,0
2815,29786,29786,29786,0.983853345,0.983853345,0.983853345,29786,29786,29786,0.422645503,0.422645503,0.422645503,29786,29786,29786,0.892251678,0.892251678,0.892251678,29786,29786,29786,0.536329151,0.536329151,0.536329151,29786,29786,29786,0,0,0,29786,29786,29786,0,0,0
2816,29795,29795,29795,0.986220472,0.986220472,0.986220472,29795,29795,29795,0.548203397,0.548203397,0.548203397,29795,29795,29795,0.920665165,0.920665165,0.920665165,29795,29795,29795,0.666537892,0.666537892,0.666537892,29795,29795,29795,0,0,0,29795,29795,29795,0,0,0
2817,29804,29804,29804,0.986541392,0.986541392,0.986541392,29804,29804,29804,0.407769062,0.407769062,0.407769062,29804,29804,29804,0.886853064,0.886853064,0.886853064,29804,29804,29804,0.511424055,0.511424055,0.511424055,29804,29804,29804,0,0,0,29804,29804,29804,0,0,0
2818,29813,29813,29813,0.98159653,0.98159653,0.98159653,29813,29813,29813,0.435117283,0.435117283,0.435117283,29813,29813,29813,0.905558066,0.905558066,0.905558066,29813,29813,29813,0.520365073,0.520365073,0.520365073,29813,29813,29813,0,0,0,29813,29813,29813,0,0,0
2819,29822,29822,29822,0.971825648,0.971825648,0.971825648,29822,29822,29822,0.391047687,0.391047687,0.391047687,29822,29822,29822,0.857663818,0.857663818,0.857663818,29822,29822,29822,0.514557591,0.514557591,0.514557591,29822,29822,29822,0,0,0,29822,29822,29822,0,0,0
2820,29831,29831,29831,0.987259199,0.987259199,0.987259199,29831,29831,29831,0.471211971,0.471211971,0.471211971,29831,29831,29831,0.883548221,0.883548221,0.883548221,29831,29831,29831,0.566120949,0.566120949,0.566120949,29831,29831,29831,0,0,0,29831,29831,29831,0,0,0
2821,29840,29840,29840,0.981075119,0.981075119,0.981075119,29840,29840,29840,0.424107819,0.424107819,0.424107819,29840,29840,29840,0.861724724,0.861724724,0.861724724,29840,29840,29840,0.50587103,0.50587103,0.50587103,29840,29840,29840,0,0,0,29840,29840,29840,0,0,0
2822,29849,29849,29849,0.978523347,0.978523347,0.978523347,29849,29849,29849,0.459172799,0.459172799,0.459172799,29849,29849,29849,0.864629665,0.864629665,0.864629665,29849,29849,29849,0.560528727,0.560528727,0.560528727,29849,29849,29849,0,0,0,29849,29849,29849,0,0,0
2823,29858,29858,29858,0.959406059,0.959406059,0.959406059,29858,29858,29858,0.418706842,0.418706842,0.418706842,29858,29858,29858,0.882241322,0.882241322,0.882241322,29858,29858,29858,0.532836728,0.532836728,0.532836728,29858,29858,29858,0,0,0,29858,29858,29858,0,0,0
2824,29867,29867,29867,0.984526287,0.984526287,0.984526287,29867,29867,29867,0.524339834,0.524339834,0.524339834,29867,29867,29867,0.854222439,0.854222439,0.854222439,29867,29867,29867,0.576319375,0.576319375,0.576319375,29867,29867,29867,0,0,0,29867,29867,29867,0,0,0
2825,29876,29876,29876,0.971697032,0.971697032,0.971697032,29876,29876,29876,0.422512563,0.422512563,0.422512563,29876,29876,29876,0.904787872,0.904787872,0.904787872,29876,29876,29876,0.532575251,0.532575251,0.532575251,29876,29876,29876,0,0,0,29876,29876,29876,0,0,0
2826,29885,29885,29885,0.974224224,0.974224224,0.974224224,29885,29885,29885,0.421500512,0.421500512,0.421500512,29885,29885,29885,0.883992806,0.883992806,0.883992806,29885,29885,29885,0.503802945,0.503802945,0.503802945,29885,29885,29885,0,0,0,29885,29885,29885,0,0,0
2827,29894,29894,29894,0.976003588,0.976003588,0.976003588,29894,29894,29894,0.436680348,0.436680348,0.436680348,29894,29894,29894,0.847387173,0.847387173,0.847387173,29894,29894,29894,0.536205316,0.536205316,0.536205316,29894,29894,29894,0,0,0,29894,29894,29894,0,0,0
2828,29903,29903,29903,0.982355355,0.982355355,0.982355355,29903,29903,29903,0.37538949,0.37538949,0.37538949,29903,29903,29903,0.89718419,0.89718419,0.89718419,29903,29903,29903,0.497278234,0.497278234,0.497278234,29903,29903,29903,0,0,0,29903,29903,29903,0,0,0
2829,29912,29912,29912,0.975580416,0.975580416,0.975580416,29912,29912,29912,0.421736683,0.421736683,0.421736683,29912,29912,29912,0.851924182,0.851924182,0.851924182,29912,29912,29912,0.479326088,0.479326088,0.479326088,29912,29912,29912,0,0,0,29912,29912,29912,0,0,0
2830,29921,29921,29921,0.986536868,0.986536868,0.986536868,29921,29921,29921,0.462072336,0.462072336,0.462072336,29921,29921,29921,0.893356988,0.893356988,0.893356988,29921,29921,29921,0.553886106,0.553886106,0.553886106,29921,29921,29921,0,0,0,29921,29921,29921,0,0,0
2831,29930,29930,29930,0.962040056,0.962040056,0.962040056,29930,29930,29930,0.418963172,0.418963172,0.418963172,29930,29930,29930,0.824640657,0.824640657,0.824640657,29930,29930,29930,0.49491294,0.49491294,0.49491294,29930,29930,29930,0,0,0,29930,29930,29930,0,0,0
2832,29939,29939,29939,0.971516369,0.971516369,0.971516369,29939,29939,29939,0.42219454,0.42219454,0.42219454,29939,29939,29939,0.888567616,0.888567616,0.888567616,29939,29939,29939,0.482906818,0.482906818,0.482906818,29939,29939,29939,0,0,0,29939,29939,29939,0,0,0
2833,29948,29948,29948,0.991185465,0.991185465,0.991185465,29948,29948,29948,0.520716846,0.520716846,0.520716846,29948,29948,29948,0.914512237,0.914512237,0.914512237,29948,29948,29948,0.608842547,0.608842547,0.608842547,29948,29948,29948,0,0,0,29948,29948,29948,0,0,0
2834,29957,29957,29957,0.987347067,0.987347067,0.987347067,29957,29957,29957,0.476180688,0.476180688,0.476180688,29957,29957,29957,0.936552733,0.936552733,0.936552733,29957,29957,29957,0.587969425,0.587969425,0.587969425,29957,29957,29957,0,0,0,29957,29957,29957,0,0,0
2835,29966,29966,29966,0.980449112,0.980449112,0.980449112,29966,29966,29966,0.437808938,0.437808938,0.437808938,29966,29966,29966,0.878319047,0.878319047,0.878319047,29966,29966,29966,0.547814208,0.547814208,0.547814208,29966,29966,29966,0,0,0,29966,29966,29966,0,0,0
2836,29975,29975,29975,0.973818268,0.973818268,0.973818268,29975,29975,29975,0.419320324,0.419320324,0.419320324,29975,29975,29975,0.892689085,0.892689085,0.892689085,29975,29975,29975,0.472855314,0.472855314,0.472855314,29975,29975,29975,0,0,0,29975,29975,29975,0,0,0
2837,29984,29984,29984,0.985116756,0.985116756,0.985116756,29984,29984,29984,0.399545149,0.399545149,0.399545149,29984,29984,29984,0.879621973,0.879621973,0.879621973,29984,29984,29984,0.479274077,0.479274077,0.479274077,29984,29984,29984,0,0,0,29984,29984,29984,0,0,0
2838,29993,29993,29993,0.990089753,0.990089753,0.990089753,29993,29993,29993,0.499879952,0.499879952,0.499879952,29993,29993,29993,0.900739452,0.900739452,0.900739452,29993,29993,29993,0.606807728,0.606807728,0.606807728,29993,29993,29993,0,0,0,29993,29993,29993,0,0,0
2839,30002,30002,30002,0.987720565,0.987720565,0.987720565,30002,30002,30002,0.474805143,0.474805143,0.474805143,30002,30002,30002,0.911467034,0.911467034,0.911467034,30002,30002,30002,0.553472854,0.553472854,0.553472854,30002,30002,30002,0,0,0,30002,30002,30002,0,0,0
2840,30011,30011,30011,0.983736504,0.983736504,0.983736504,30011,30011,30011,0.383007916,0.383007916,0.383007916,30011,30011,30011,0.870415648,0.870415648,0.870415648,30011,30011,30011,0.458222459,0.458222459,0.458222459,30011,30011,30011,0,0,0,30011,30011,30011,0,0,0
2841,30020,30020,30020,0.992897431,0.992897431,0.992897431,30020,30020,30020,0.475222492,0.475222492,0.475222492,30020,30020,30020,0.908049325,0.908049325,0.908049325,30020,30020,30020,0.575836126,0.575836126,0.575836126,30020,30020,30020,0,0,0,30020,30020,30020,0,0,0
2842,30029,30029,30029,0.992733878,0.992733878,0.992733878,30029,30029,30029,0.442618742,0.442618742,0.442618742,30029,30029,30029,0.896318954,0.896318954,0.896318954,30029,30029,30029,0.552439024,0.552439024,0.552439024,30029,30029,30029,0,0,0,30029,30029,30029,0,0,0
2843,30038,30038,30038,0.981791234,0.981791234,0.981791234,30038,30038,30038,0.472727273,0.472727273,0.472727273,30038,30038,30038,0.875569909,0.875569909,0.875569909,30038,30038,30038,0.52707971,0.52707971,0.52707971,30038,30038,30038,0,0,0,30038,30038,30038,0,0,0
2844,30047,30047,30047,0.980392157,0.980392157,0.980392157,30047,30047,30047,0.465804439,0.465804439,0.465804439,30047,30047,30047,0.869532499,0.869532499,0.869532499,30047,30047,30047,0.579966,0.579966,0.579966,30047,30047,30047,0,0,0,30047,30047,30047,0,0,0
2845,30056,30056,30056,0.98404382,0.98404382,0.98404382,30056,30056,30056,0.420517608,0.420517608,0.420517608,30056,30056,30056,0.879605263,0.879605263,0.879605263,30056,30056,30056,0.506680503,0.506680503,0.506680503,30056,30056,30056,0,0,0,30056,30056,30056,0,0,0
2846,30065,30065,30065,0.987220759,0.987220759,0.987220759,30065,30065,30065,0.492100873,0.492100873,0.492100873,30065,30065,30065,0.904682891,0.904682891,0.904682891,30065,30065,30065,0.590139349,0.590139349,0.590139349,30065,30065,30065,0,0,0,30065,30065,30065,0,0,0
2847,30074,30074,30074,0.988134476,0.988134476,0.988134476,30074,30074,30074,0.4588924,0.4588924,0.4588924,30074,30074,30074,0.917612442,0.917612442,0.917612442,30074,30074,30074,0.525021624,0.525021624,0.525021624,30074,30074,30074,0,0,0,30074,30074,30074,0,0,0
2848,30083,30083,30083,0.977735819,0.977735819,0.977735819,30083,30083,30083,0.565842862,0.565842862,0.565842862,30083,30083,30083,0.882171592,0.882171592,0.882171592,30083,30083,30083,0.6340773,0.6340773,0.6340773,30083,30083,30083,0,0,0,30083,30083,30083,0,0,0
2849,30092,30092,30092,0.978752951,0.978752951,0.978752951,30092,30092,30092,0.381528073,0.381528073,0.381528073,30092,30092,30092,0.81350276,0.81350276,0.81350276,30092,30092,30092,0.459067875,0.459067875,0.459067875,30092,30092,30092,0,0,0,30092,30092,30092,0,0,0
2850,30101,30101,30101,0.985631883,0.985631883,0.985631883,30101,30101,30101,0.460704876,0.460704876,0.460704876,30101,30101,30101,0.885284119,0.885284119,0.885284119,30101,30101,30101,0.538573156,0.538573156,0.538573156,30101,30101,30101,0,0,0,30101,30101,30101,0,0,0
2851,30110,30110,30110,0.981013369,0.981013369,0.981013369,30110,30110,30110,0.45110984,0.45110984,0.45110984,30110,30110,30110,0.892397175,0.892397175,0.892397175,30110,30110,30110,0.539653836,0.539653836,0.539653836,30110,30110,30110,0,0,0,30110,30110,30110,0,0,0
2852,30119,30119,30119,0.990355061,0.990355061,0.990355061,30119,30119,30119,0.454644376,0.454644376,0.454644376,30119,30119,30119,0.910358566,0.910358566,0.910358566,30119,30119,30119,0.561267297,0.561267297,0.561267297,30119,30119,30119,0,0,0,30119,30119,30119,0,0,0
2853,30128,30128,30128,0.988196988,0.988196988,0.988196988,30128,30128,30128,0.467493167,0.467493167,0.467493167,30128,30128,30128,0.906348449,0.906348449,0.906348449,30128,30128,30128,0.515513934,0.515513934,0.515513934,30128,30128,30128,0,0,0,30128,30128,30128,0,0,0
2854,30137,30137,30137,0.985170033,0.985170033,0.985170033,30137,30137,30137,0.396427452,0.396427452,0.396427452,30137,30137,30137,0.891796922,0.891796922,0.891796922,30137,30137,30137,0.467142857,0.467142857,0.467142857,30137,30137,30137,0,0,0,30137,30137,30137,0,0,0
2855,30146,30146,30146,0.990790012,0.990790012,0.990790012,30146,30146,30146,0.476876156,0.476876156,0.476876156,30146,30146,30146,0.922517207,0.922517207,0.922517207,30146,30146,30146,0.574634083,0.574634083,0.574634083,30146,30146,30146,0,0,0,30146,30146,30146,0,0,0
2856,30155,30155,30155,0.994458201,0.994458201,0.994458201,30155,30155,30155,0.428380874,0.428380874,0.428380874,30155,30155,30155,0.923230088,0.923230088,0.923230088,30155,30155,30155,0.53429263,0.53429263,0.53429263,30155,30155,30155,0,0,0,30155,30155,30155,0,0,0
2857,30164,30164,30164,0.987132353,0.987132353,0.987132353,30164,30164,30164,0.484562951,0.484562951,0.484562951,30164,30164,30164,0.850541377,0.850541377,0.850541377,30164,30164,30164,0.549769703,0.549769703,0.549769703,30164,30164,30164,0,0,0,30164,30164,30164,0,0,0
2858,30173,30173,30173,0.990060989,0.990060989,0.990060989,30173,30173,30173,0.44809644,0.44809644,0.44809644,30173,30173,30173,0.905146097,0.905146097,0.905146097,30173,30173,30173,0.523442436,0.523442436,0.523442436,30173,30173,30173,0,0,0,30173,30173,30173,0,0,0
2859,30182,30182,30182,0.993561786,0.993561786,0.993561786,30182,30182,30182,0.48016659,0.48016659,0.48016659,30182,30182,30182,0.908256881,0.908256881,0.908256881,30182,30182,30182,0.557964414,0.557964414,0.557964414,30182,30182,30182,0,0,0,30182,30182,30182,0,0,0
2860,30191,30191,30191,0.989848861,0.989848861,0.989848861,30191,30191,30191,0.445357015,0.445357015,0.445357015,30191,30191,30191,0.834846822,0.834846822,0.834846822,30191,30191,30191,0.520862397,0.520862397,0.520862397,30191,30191,30191,0,0,0,30191,30191,30191,0,0,0
2861,30200,30200,30200,0.99044554,0.99044554,0.99044554,30200,30200,30200,0.485637611,0.485637611,0.485637611,30200,30200,30200,0.921205209,0.921205209,0.921205209,30200,30200,30200,0.57551145,0.57551145,0.57551145,30200,30200,30200,0,0,0,30200,30200,30200,0,0,0
2862,30209,30209,30209,0.990562051,0.990562051,0.990562051,30209,30209,30209,0.375336275,0.375336275,0.375336275,30209,30209,30209,0.864511259,0.864511259,0.864511259,30209,30209,30209,0.464152274,0.464152274,0.464152274,30209,30209,30209,0,0,0,30209,30209,30209,0,0,0
2863,30218,30218,30218,0.98186089,0.98186089,0.98186089,30218,30218,30218,0.397926803,0.397926803,0.397926803,30218,30218,30218,0.810307144,0.810307144,0.810307144,30218,30218,30218,0.4587106,0.4587106,0.4587106,30218,30218,30218,0,0,0,30218,30218,30218,0,0,0
2864,30227,30227,30227,0.990942994,0.990942994,0.990942994,30227,30227,30227,0.470082408,0.470082408,0.470082408,30227,30227,30227,0.893252268,0.893252268,0.893252268,30227,30227,30227,0.550733726,0.550733726,0.550733726,30227,30227,30227,0,0,0,30227,30227,30227,0,0,0
2865,30236,30236,30236,0.98154042,0.98154042,0.98154042,30236,30236,30236,0.457405758,0.457405758,0.457405758,30236,30236,30236,0.886616362,0.886616362,0.886616362,30236,30236,30236,0.529334917,0.529334917,0.529334917,30236,30236,30236,0,0,0,30236,30236,30236,0,0,0
2866,30245,30245,30245,0.984951177,0.984951177,0.984951177,30245,30245,30245,0.456561524,0.456561524,0.456561524,30245,30245,30245,0.852277565,0.852277565,0.852277565,30245,30245,30245,0.550359712,0.550359712,0.550359712,30245,30245,30245,0,0,0,30245,30245,30245,0,0,0
2867,30254,30254,30254,0.988131868,0.988131868,0.988131868,30254,30254,30254,0.451161375,0.451161375,0.451161375,30254,30254,30254,0.884016393,0.884016393,0.884016393,30254,30254,30254,0.534138352,0.534138352,0.534138352,30254,30254,30254,0,0,0,30254,30254,30254,0,0,0
2868,30263,30263,30263,0.991355728,0.991355728,0.991355728,30263,30263,30263,0.455543136,0.455543136,0.455543136,30263,30263,30263,0.91357513,0.91357513,0.91357513,30263,30263,30263,0.530760695,0.530760695,0.530760695,30263,30263,30263,0,0,0,30263,30263,30263,0,0,0
2869,30272,30272,30272,0.989361702,0.989361702,0.989361702,30272,30272,30272,0.442713778,0.442713778,0.442713778,30272,30272,30272,0.919302195,0.919302195,0.919302195,30272,30272,30272,0.554306609,0.554306609,0.554306609,30272,30272,30272,0,0,0,30272,30272,30272,0,0,0
2870,30281,30281,30281,0.985147309,0.985147309,0.985147309,30281,30281,30281,0.41714876,0.41714876,0.41714876,30281,30281,30281,0.903937381,0.903937381,0.903937381,30281,30281,30281,0.511282223,0.511282223,0.511282223,30281,30281,30281,0,0,0,30281,30281,30281,0,0,0
2871,30290,30290,30290,0.985426233,0.985426233,0.985426233,30290,30290,30290,0.484597747,0.484597747,0.484597747,30290,30290,30290,0.88827229,0.88827229,0.88827229,30290,30290,30290,0.55150021,0.55150021,0.55150021,30290,30290,30290,0,0,0,30290,30290,30290,0,0,0
