training_step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MAX,lr5e-5,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-EEE__MAX,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MAX,lr3e-5,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-EEE__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-EEE__MAX,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MAX,lr2e-5,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-EEE__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-EEE__MAX,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MAX,lr1e-5,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-EEE__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-EEE__MAX,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MAX,lr2e-4,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-EEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-EEE__MAX,sso01-adamw-freeze.base-30v736in - _step,sso01-adamw-freeze.base-30v736in - _step__MIN,sso01-adamw-freeze.base-30v736in - _step__MAX,lr4e-4,sso01-adamw-freeze.base-30v736in - training/f1_score-EEE__MIN,sso01-adamw-freeze.base-30v736in - training/f1_score-EEE__MAX
64,584,584,584,0.120825744,0.120825744,0.120825744,584,584,584,0.110589463,0.110589463,0.110589463,584,584,584,0.227236946,0.227236946,0.227236946,584,584,584,0.081699346,0.081699346,0.081699346,584,584,584,0.327566612,0.327566612,0.327566612,584,584,584,0.420276326,0.420276326,0.420276326
65,593,593,593,0.116676488,0.116676488,0.116676488,593,593,593,0.100575432,0.100575432,0.100575432,593,593,593,0.194979367,0.194979367,0.194979367,593,593,593,0.069926874,0.069926874,0.069926874,593,593,593,0.246453901,0.246453901,0.246453901,593,593,593,0.317362312,0.317362312,0.317362312
66,602,602,602,0.146874545,0.146874545,0.146874545,602,602,602,0.09582354,0.09582354,0.09582354,602,602,602,0.178733968,0.178733968,0.178733968,602,602,602,0.099414226,0.099414226,0.099414226,602,602,602,0.22668787,0.22668787,0.22668787,602,602,602,0.365467009,0.365467009,0.365467009
67,611,611,611,0.133607075,0.133607075,0.133607075,611,611,611,0.085686465,0.085686465,0.085686465,611,611,611,0.191986163,0.191986163,0.191986163,611,611,611,0.07644477,0.07644477,0.07644477,611,611,611,0.261994285,0.261994285,0.261994285,611,611,611,0.379422667,0.379422667,0.379422667
68,620,620,620,0.13036193,0.13036193,0.13036193,620,620,620,0.095641646,0.095641646,0.095641646,620,620,620,0.20878494,0.20878494,0.20878494,620,620,620,0.067554526,0.067554526,0.067554526,620,620,620,0.292258626,0.292258626,0.292258626,620,620,620,0.393573407,0.393573407,0.393573407
69,629,629,629,0.138075314,0.138075314,0.138075314,629,629,629,0.102103182,0.102103182,0.102103182,629,629,629,0.230090897,0.230090897,0.230090897,629,629,629,0.090784515,0.090784515,0.090784515,629,629,629,0.282834101,0.282834101,0.282834101,629,629,629,0.391017173,0.391017173,0.391017173
70,638,638,638,0.14293722,0.14293722,0.14293722,638,638,638,0.09198036,0.09198036,0.09198036,638,638,638,0.206454854,0.206454854,0.206454854,638,638,638,0.085584882,0.085584882,0.085584882,638,638,638,0.248732943,0.248732943,0.248732943,638,638,638,0.38316722,0.38316722,0.38316722
71,647,647,647,0.128824927,0.128824927,0.128824927,647,647,647,0.091242091,0.091242091,0.091242091,647,647,647,0.19906853,0.19906853,0.19906853,647,647,647,0.07821406,0.07821406,0.07821406,647,647,647,0.250824176,0.250824176,0.250824176,647,647,647,0.385178708,0.385178708,0.385178708
72,656,656,656,0.152980877,0.152980877,0.152980877,656,656,656,0.095107766,0.095107766,0.095107766,656,656,656,0.19186819,0.19186819,0.19186819,656,656,656,0.080232934,0.080232934,0.080232934,656,656,656,0.208248026,0.208248026,0.208248026,656,656,656,0.37292294,0.37292294,0.37292294
73,665,665,665,0.151827289,0.151827289,0.151827289,665,665,665,0.101607937,0.101607937,0.101607937,665,665,665,0.19562871,0.19562871,0.19562871,665,665,665,0.09382077,0.09382077,0.09382077,665,665,665,0.219249782,0.219249782,0.219249782,665,665,665,0.342462601,0.342462601,0.342462601
74,674,674,674,0.161675805,0.161675805,0.161675805,674,674,674,0.104450042,0.104450042,0.104450042,674,674,674,0.199919279,0.199919279,0.199919279,674,674,674,0.095448102,0.095448102,0.095448102,674,674,674,0.204222318,0.204222318,0.204222318,674,674,674,0.366730966,0.366730966,0.366730966
75,683,683,683,0.141884402,0.141884402,0.141884402,683,683,683,0.107097011,0.107097011,0.107097011,683,683,683,0.183118741,0.183118741,0.183118741,683,683,683,0.074655503,0.074655503,0.074655503,683,683,683,0.233323624,0.233323624,0.233323624,683,683,683,0.367309246,0.367309246,0.367309246
76,692,692,692,0.14732965,0.14732965,0.14732965,692,692,692,0.119047619,0.119047619,0.119047619,692,692,692,0.179003831,0.179003831,0.179003831,692,692,692,0.089243606,0.089243606,0.089243606,692,692,692,0.207392869,0.207392869,0.207392869,692,692,692,0.335413417,0.335413417,0.335413417
77,701,701,701,0.127760252,0.127760252,0.127760252,701,701,701,0.11468632,0.11468632,0.11468632,701,701,701,0.207295251,0.207295251,0.207295251,701,701,701,0.099209686,0.099209686,0.099209686,701,701,701,0.282022784,0.282022784,0.282022784,701,701,701,0.381453921,0.381453921,0.381453921
78,710,710,710,0.160732161,0.160732161,0.160732161,710,710,710,0.112401777,0.112401777,0.112401777,710,710,710,0.20535108,0.20535108,0.20535108,710,710,710,0.104605263,0.104605263,0.104605263,710,710,710,0.231718062,0.231718062,0.231718062,710,710,710,0.362988478,0.362988478,0.362988478
79,719,719,719,0.140310851,0.140310851,0.140310851,719,719,719,0.11536549,0.11536549,0.11536549,719,719,719,0.208707124,0.208707124,0.208707124,719,719,719,0.098335624,0.098335624,0.098335624,719,719,719,0.267981915,0.267981915,0.267981915,719,719,719,0.398987676,0.398987676,0.398987676
80,728,728,728,0.13200131,0.13200131,0.13200131,728,728,728,0.12324153,0.12324153,0.12324153,728,728,728,0.188414634,0.188414634,0.188414634,728,728,728,0.091362764,0.091362764,0.091362764,728,728,728,0.274697998,0.274697998,0.274697998,728,728,728,0.371162909,0.371162909,0.371162909
81,737,737,737,0.142571999,0.142571999,0.142571999,737,737,737,0.126973684,0.126973684,0.126973684,737,737,737,0.203263898,0.203263898,0.203263898,737,737,737,0.087565104,0.087565104,0.087565104,737,737,737,0.242718447,0.242718447,0.242718447,737,737,737,0.37214834,0.37214834,0.37214834
82,746,746,746,0.135119048,0.135119048,0.135119048,746,746,746,0.124934199,0.124934199,0.124934199,746,746,746,0.201598206,0.201598206,0.201598206,746,746,746,0.083961618,0.083961618,0.083961618,746,746,746,0.233284242,0.233284242,0.233284242,746,746,746,0.385492228,0.385492228,0.385492228
83,755,755,755,0.153413529,0.153413529,0.153413529,755,755,755,0.112771996,0.112771996,0.112771996,755,755,755,0.188036764,0.188036764,0.188036764,755,755,755,0.078990675,0.078990675,0.078990675,755,755,755,0.189788378,0.189788378,0.189788378,755,755,755,0.334473584,0.334473584,0.334473584
84,764,764,764,0.12507977,0.12507977,0.12507977,764,764,764,0.139616056,0.139616056,0.139616056,764,764,764,0.2184573,0.2184573,0.2184573,764,764,764,0.080839895,0.080839895,0.080839895,764,764,764,0.294558579,0.294558579,0.294558579,764,764,764,0.407744144,0.407744144,0.407744144
85,773,773,773,0.153216566,0.153216566,0.153216566,773,773,773,0.147954418,0.147954418,0.147954418,773,773,773,0.178113208,0.178113208,0.178113208,773,773,773,0.086540232,0.086540232,0.086540232,773,773,773,0.280353874,0.280353874,0.280353874,773,773,773,0.397782234,0.397782234,0.397782234
86,782,782,782,0.133396705,0.133396705,0.133396705,782,782,782,0.130834385,0.130834385,0.130834385,782,782,782,0.227460711,0.227460711,0.227460711,782,782,782,0.074750258,0.074750258,0.074750258,782,782,782,0.3350577,0.3350577,0.3350577,782,782,782,0.437147811,0.437147811,0.437147811
87,791,791,791,0.16737675,0.16737675,0.16737675,791,791,791,0.126191714,0.126191714,0.126191714,791,791,791,0.17815453,0.17815453,0.17815453,791,791,791,0.086477462,0.086477462,0.086477462,791,791,791,0.213405901,0.213405901,0.213405901,791,791,791,0.358579882,0.358579882,0.358579882
88,800,800,800,0.12634871,0.12634871,0.12634871,800,800,800,0.1144462,0.1144462,0.1144462,800,800,800,0.190841866,0.190841866,0.190841866,800,800,800,0.090013587,0.090013587,0.090013587,800,800,800,0.264644497,0.264644497,0.264644497,800,800,800,0.397070603,0.397070603,0.397070603
89,809,809,809,0.106366153,0.106366153,0.106366153,809,809,809,0.128898129,0.128898129,0.128898129,809,809,809,0.178319876,0.178319876,0.178319876,809,809,809,0.06554473,0.06554473,0.06554473,809,809,809,0.256828663,0.256828663,0.256828663,809,809,809,0.367647059,0.367647059,0.367647059
90,818,818,818,0.163848797,0.163848797,0.163848797,818,818,818,0.143368061,0.143368061,0.143368061,818,818,818,0.188241429,0.188241429,0.188241429,818,818,818,0.105808812,0.105808812,0.105808812,818,818,818,0.240963855,0.240963855,0.240963855,818,818,818,0.384044944,0.384044944,0.384044944
91,827,827,827,0.140653917,0.140653917,0.140653917,827,827,827,0.123856439,0.123856439,0.123856439,827,827,827,0.192079481,0.192079481,0.192079481,827,827,827,0.08633339,0.08633339,0.08633339,827,827,827,0.235071366,0.235071366,0.235071366,827,827,827,0.394314869,0.394314869,0.394314869
92,836,836,836,0.130324113,0.130324113,0.130324113,836,836,836,0.11984127,0.11984127,0.11984127,836,836,836,0.175410872,0.175410872,0.175410872,836,836,836,0.105619245,0.105619245,0.105619245,836,836,836,0.265954102,0.265954102,0.265954102,836,836,836,0.340157902,0.340157902,0.340157902
93,845,845,845,0.147332506,0.147332506,0.147332506,845,845,845,0.132404181,0.132404181,0.132404181,845,845,845,0.186125692,0.186125692,0.186125692,845,845,845,0.102120718,0.102120718,0.102120718,845,845,845,0.226059199,0.226059199,0.226059199,845,845,845,0.383763838,0.383763838,0.383763838
94,854,854,854,0.143021583,0.143021583,0.143021583,854,854,854,0.155251142,0.155251142,0.155251142,854,854,854,0.226812367,0.226812367,0.226812367,854,854,854,0.105345912,0.105345912,0.105345912,854,854,854,0.331217223,0.331217223,0.331217223,854,854,854,0.439080197,0.439080197,0.439080197
95,863,863,863,0.129238255,0.129238255,0.129238255,863,863,863,0.140056961,0.140056961,0.140056961,863,863,863,0.189345768,0.189345768,0.189345768,863,863,863,0.113625265,0.113625265,0.113625265,863,863,863,0.301343304,0.301343304,0.301343304,863,863,863,0.401998373,0.401998373,0.401998373
96,872,872,872,0.151594014,0.151594014,0.151594014,872,872,872,0.129483501,0.129483501,0.129483501,872,872,872,0.196008341,0.196008341,0.196008341,872,872,872,0.094496549,0.094496549,0.094496549,872,872,872,0.25985314,0.25985314,0.25985314,872,872,872,0.361529837,0.361529837,0.361529837
97,881,881,881,0.120390276,0.120390276,0.120390276,881,881,881,0.128555176,0.128555176,0.128555176,881,881,881,0.183286735,0.183286735,0.183286735,881,881,881,0.096321308,0.096321308,0.096321308,881,881,881,0.243661298,0.243661298,0.243661298,881,881,881,0.366029033,0.366029033,0.366029033
98,890,890,890,0.136324664,0.136324664,0.136324664,890,890,890,0.128539326,0.128539326,0.128539326,890,890,890,0.210166054,0.210166054,0.210166054,890,890,890,0.073493235,0.073493235,0.073493235,890,890,890,0.301150818,0.301150818,0.301150818,890,890,890,0.417770694,0.417770694,0.417770694
99,899,899,899,0.154690265,0.154690265,0.154690265,899,899,899,0.131894973,0.131894973,0.131894973,899,899,899,0.170106525,0.170106525,0.170106525,899,899,899,0.090802348,0.090802348,0.090802348,899,899,899,0.210080942,0.210080942,0.210080942,899,899,899,0.321748057,0.321748057,0.321748057
100,908,908,908,0.111111111,0.111111111,0.111111111,908,908,908,0.151504788,0.151504788,0.151504788,908,908,908,0.187712805,0.187712805,0.187712805,908,908,908,0.087227414,0.087227414,0.087227414,908,908,908,0.284362827,0.284362827,0.284362827,908,908,908,0.400994789,0.400994789,0.400994789
101,917,917,917,0.13820598,0.13820598,0.13820598,917,917,917,0.13592233,0.13592233,0.13592233,917,917,917,0.191117917,0.191117917,0.191117917,917,917,917,0.090301607,0.090301607,0.090301607,917,917,917,0.288950107,0.288950107,0.288950107,917,917,917,0.388212684,0.388212684,0.388212684
102,926,926,926,0.142332576,0.142332576,0.142332576,926,926,926,0.15609381,0.15609381,0.15609381,926,926,926,0.181875893,0.181875893,0.181875893,926,926,926,0.095556795,0.095556795,0.095556795,926,926,926,0.262015753,0.262015753,0.262015753,926,926,926,0.372489684,0.372489684,0.372489684
103,935,935,935,0.157478203,0.157478203,0.157478203,935,935,935,0.153520531,0.153520531,0.153520531,935,935,935,0.198384654,0.198384654,0.198384654,935,935,935,0.096025529,0.096025529,0.096025529,935,935,935,0.259723965,0.259723965,0.259723965,935,935,935,0.394396094,0.394396094,0.394396094
104,944,944,944,0.11091987,0.11091987,0.11091987,944,944,944,0.121720881,0.121720881,0.121720881,944,944,944,0.187629855,0.187629855,0.187629855,944,944,944,0.076422764,0.076422764,0.076422764,944,944,944,0.246600458,0.246600458,0.246600458,944,944,944,0.345591251,0.345591251,0.345591251
105,953,953,953,0.135857461,0.135857461,0.135857461,953,953,953,0.15112485,0.15112485,0.15112485,953,953,953,0.184991795,0.184991795,0.184991795,953,953,953,0.085585586,0.085585586,0.085585586,953,953,953,0.239756283,0.239756283,0.239756283,953,953,953,0.391052835,0.391052835,0.391052835
106,962,962,962,0.146924038,0.146924038,0.146924038,962,962,962,0.145851786,0.145851786,0.145851786,962,962,962,0.200181277,0.200181277,0.200181277,962,962,962,0.107634165,0.107634165,0.107634165,962,962,962,0.243974687,0.243974687,0.243974687,962,962,962,0.350318471,0.350318471,0.350318471
107,971,971,971,0.113628562,0.113628562,0.113628562,971,971,971,0.139086881,0.139086881,0.139086881,971,971,971,0.173547029,0.173547029,0.173547029,971,971,971,0.102363743,0.102363743,0.102363743,971,971,971,0.289973325,0.289973325,0.289973325,971,971,971,0.353668822,0.353668822,0.353668822
108,980,980,980,0.162619675,0.162619675,0.162619675,980,980,980,0.159545862,0.159545862,0.159545862,980,980,980,0.19858156,0.19858156,0.19858156,980,980,980,0.115675515,0.115675515,0.115675515,980,980,980,0.266916288,0.266916288,0.266916288,980,980,980,0.377265239,0.377265239,0.377265239
109,989,989,989,0.126117497,0.126117497,0.126117497,989,989,989,0.146442076,0.146442076,0.146442076,989,989,989,0.170782505,0.170782505,0.170782505,989,989,989,0.105244997,0.105244997,0.105244997,989,989,989,0.221554043,0.221554043,0.221554043,989,989,989,0.345076283,0.345076283,0.345076283
110,998,998,998,0.165865034,0.165865034,0.165865034,998,998,998,0.167792616,0.167792616,0.167792616,998,998,998,0.189731842,0.189731842,0.189731842,998,998,998,0.126661454,0.126661454,0.126661454,998,998,998,0.280922432,0.280922432,0.280922432,998,998,998,0.420166128,0.420166128,0.420166128
111,1007,1007,1007,0.118724248,0.118724248,0.118724248,1007,1007,1007,0.156970185,0.156970185,0.156970185,1007,1007,1007,0.198985885,0.198985885,0.198985885,1007,1007,1007,0.086663457,0.086663457,0.086663457,1007,1007,1007,0.305368667,0.305368667,0.305368667,1007,1007,1007,0.428017393,0.428017393,0.428017393
112,1016,1016,1016,0.151749333,0.151749333,0.151749333,1016,1016,1016,0.155276753,0.155276753,0.155276753,1016,1016,1016,0.193208739,0.193208739,0.193208739,1016,1016,1016,0.128021093,0.128021093,0.128021093,1016,1016,1016,0.227679783,0.227679783,0.227679783,1016,1016,1016,0.357464989,0.357464989,0.357464989
113,1025,1025,1025,0.165671413,0.165671413,0.165671413,1025,1025,1025,0.16938319,0.16938319,0.16938319,1025,1025,1025,0.19332211,0.19332211,0.19332211,1025,1025,1025,0.093174784,0.093174784,0.093174784,1025,1025,1025,0.249484253,0.249484253,0.249484253,1025,1025,1025,0.358336382,0.358336382,0.358336382
114,1034,1034,1034,0.135779241,0.135779241,0.135779241,1034,1034,1034,0.156754114,0.156754114,0.156754114,1034,1034,1034,0.170690623,0.170690623,0.170690623,1034,1034,1034,0.103677304,0.103677304,0.103677304,1034,1034,1034,0.255389718,0.255389718,0.255389718,1034,1034,1034,0.380429594,0.380429594,0.380429594
115,1043,1043,1043,0.116532007,0.116532007,0.116532007,1043,1043,1043,0.142514011,0.142514011,0.142514011,1043,1043,1043,0.168120086,0.168120086,0.168120086,1043,1043,1043,0.10608914,0.10608914,0.10608914,1043,1043,1043,0.242025168,0.242025168,0.242025168,1043,1043,1043,0.397862823,0.397862823,0.397862823
116,1052,1052,1052,0.10378306,0.10378306,0.10378306,1052,1052,1052,0.154675653,0.154675653,0.154675653,1052,1052,1052,0.205465439,0.205465439,0.205465439,1052,1052,1052,0.100154347,0.100154347,0.100154347,1052,1052,1052,0.300923254,0.300923254,0.300923254,1052,1052,1052,0.413930845,0.413930845,0.413930845
117,1061,1061,1061,0.126230064,0.126230064,0.126230064,1061,1061,1061,0.147708895,0.147708895,0.147708895,1061,1061,1061,0.173779552,0.173779552,0.173779552,1061,1061,1061,0.111390586,0.111390586,0.111390586,1061,1061,1061,0.265388648,0.265388648,0.265388648,1061,1061,1061,0.35300207,0.35300207,0.35300207
118,1070,1070,1070,0.099813626,0.099813626,0.099813626,1070,1070,1070,0.118824532,0.118824532,0.118824532,1070,1070,1070,0.160208514,0.160208514,0.160208514,1070,1070,1070,0.100728155,0.100728155,0.100728155,1070,1070,1070,0.287708168,0.287708168,0.287708168,1070,1070,1070,0.383146987,0.383146987,0.383146987
119,1079,1079,1079,0.126701395,0.126701395,0.126701395,1079,1079,1079,0.163888401,0.163888401,0.163888401,1079,1079,1079,0.174702567,0.174702567,0.174702567,1079,1079,1079,0.095118449,0.095118449,0.095118449,1079,1079,1079,0.288965414,0.288965414,0.288965414,1079,1079,1079,0.381986028,0.381986028,0.381986028
120,1088,1088,1088,0.126084647,0.126084647,0.126084647,1088,1088,1088,0.193301784,0.193301784,0.193301784,1088,1088,1088,0.179288026,0.179288026,0.179288026,1088,1088,1088,0.092162417,0.092162417,0.092162417,1088,1088,1088,0.274376066,0.274376066,0.274376066,1088,1088,1088,0.384419552,0.384419552,0.384419552
121,1097,1097,1097,0.131204443,0.131204443,0.131204443,1097,1097,1097,0.143165468,0.143165468,0.143165468,1097,1097,1097,0.183918813,0.183918813,0.183918813,1097,1097,1097,0.089391691,0.089391691,0.089391691,1097,1097,1097,0.255907267,0.255907267,0.255907267,1097,1097,1097,0.369158299,0.369158299,0.369158299
122,1106,1106,1106,0.122134536,0.122134536,0.122134536,1106,1106,1106,0.169683258,0.169683258,0.169683258,1106,1106,1106,0.157632192,0.157632192,0.157632192,1106,1106,1106,0.089653792,0.089653792,0.089653792,1106,1106,1106,0.255415454,0.255415454,0.255415454,1106,1106,1106,0.372776922,0.372776922,0.372776922
123,1115,1115,1115,0.128846804,0.128846804,0.128846804,1115,1115,1115,0.139420544,0.139420544,0.139420544,1115,1115,1115,0.151265823,0.151265823,0.151265823,1115,1115,1115,0.112195988,0.112195988,0.112195988,1115,1115,1115,0.271574002,0.271574002,0.271574002,1115,1115,1115,0.366422947,0.366422947,0.366422947
124,1124,1124,1124,0.151935298,0.151935298,0.151935298,1124,1124,1124,0.166811468,0.166811468,0.166811468,1124,1124,1124,0.186595583,0.186595583,0.186595583,1124,1124,1124,0.106507149,0.106507149,0.106507149,1124,1124,1124,0.284636905,0.284636905,0.284636905,1124,1124,1124,0.411328388,0.411328388,0.411328388
125,1133,1133,1133,0.109138917,0.109138917,0.109138917,1133,1133,1133,0.163761535,0.163761535,0.163761535,1133,1133,1133,0.211535935,0.211535935,0.211535935,1133,1133,1133,0.091821222,0.091821222,0.091821222,1133,1133,1133,0.348100467,0.348100467,0.348100467,1133,1133,1133,0.453728556,0.453728556,0.453728556
126,1142,1142,1142,0.13538249,0.13538249,0.13538249,1142,1142,1142,0.164865807,0.164865807,0.164865807,1142,1142,1142,0.174194593,0.174194593,0.174194593,1142,1142,1142,0.09522052,0.09522052,0.09522052,1142,1142,1142,0.211869815,0.211869815,0.211869815,1142,1142,1142,0.333511921,0.333511921,0.333511921
127,1151,1151,1151,0.1543083,0.1543083,0.1543083,1151,1151,1151,0.191370801,0.191370801,0.191370801,1151,1151,1151,0.171758626,0.171758626,0.171758626,1151,1151,1151,0.103319783,0.103319783,0.103319783,1151,1151,1151,0.260791636,0.260791636,0.260791636,1151,1151,1151,0.421656051,0.421656051,0.421656051
128,1160,1160,1160,0.127509234,0.127509234,0.127509234,1160,1160,1160,0.17161613,0.17161613,0.17161613,1160,1160,1160,0.196132218,0.196132218,0.196132218,1160,1160,1160,0.096828047,0.096828047,0.096828047,1160,1160,1160,0.324138747,0.324138747,0.324138747,1160,1160,1160,0.421287444,0.421287444,0.421287444
129,1169,1169,1169,0.125691302,0.125691302,0.125691302,1169,1169,1169,0.178971655,0.178971655,0.178971655,1169,1169,1169,0.183470106,0.183470106,0.183470106,1169,1169,1169,0.090706829,0.090706829,0.090706829,1169,1169,1169,0.317878917,0.317878917,0.317878917,1169,1169,1169,0.411583803,0.411583803,0.411583803
130,1178,1178,1178,0.115708532,0.115708532,0.115708532,1178,1178,1178,0.186522911,0.186522911,0.186522911,1178,1178,1178,0.178629425,0.178629425,0.178629425,1178,1178,1178,0.098005036,0.098005036,0.098005036,1178,1178,1178,0.322483876,0.322483876,0.322483876,1178,1178,1178,0.436363636,0.436363636,0.436363636
131,1187,1187,1187,0.114739934,0.114739934,0.114739934,1187,1187,1187,0.174622049,0.174622049,0.174622049,1187,1187,1187,0.182215289,0.182215289,0.182215289,1187,1187,1187,0.105133615,0.105133615,0.105133615,1187,1187,1187,0.287041199,0.287041199,0.287041199,1187,1187,1187,0.411772684,0.411772684,0.411772684
132,1196,1196,1196,0.121624039,0.121624039,0.121624039,1196,1196,1196,0.162385486,0.162385486,0.162385486,1196,1196,1196,0.175215763,0.175215763,0.175215763,1196,1196,1196,0.109731233,0.109731233,0.109731233,1196,1196,1196,0.28012392,0.28012392,0.28012392,1196,1196,1196,0.365591398,0.365591398,0.365591398
133,1205,1205,1205,0.146850998,0.146850998,0.146850998,1205,1205,1205,0.187143518,0.187143518,0.187143518,1205,1205,1205,0.190096756,0.190096756,0.190096756,1205,1205,1205,0.101997726,0.101997726,0.101997726,1205,1205,1205,0.285081036,0.285081036,0.285081036,1205,1205,1205,0.411581181,0.411581181,0.411581181
134,1214,1214,1214,0.111758282,0.111758282,0.111758282,1214,1214,1214,0.170143885,0.170143885,0.170143885,1214,1214,1214,0.189729643,0.189729643,0.189729643,1214,1214,1214,0.091402884,0.091402884,0.091402884,1214,1214,1214,0.292894818,0.292894818,0.292894818,1214,1214,1214,0.39641908,0.39641908,0.39641908
135,1223,1223,1223,0.125099729,0.125099729,0.125099729,1223,1223,1223,0.171491853,0.171491853,0.171491853,1223,1223,1223,0.171782763,0.171782763,0.171782763,1223,1223,1223,0.118283093,0.118283093,0.118283093,1223,1223,1223,0.256159098,0.256159098,0.256159098,1223,1223,1223,0.377328152,0.377328152,0.377328152
136,1232,1232,1232,0.135727854,0.135727854,0.135727854,1232,1232,1232,0.173451933,0.173451933,0.173451933,1232,1232,1232,0.169331506,0.169331506,0.169331506,1232,1232,1232,0.099909173,0.099909173,0.099909173,1232,1232,1232,0.272727273,0.272727273,0.272727273,1232,1232,1232,0.350744386,0.350744386,0.350744386
137,1241,1241,1241,0.113984517,0.113984517,0.113984517,1241,1241,1241,0.187869362,0.187869362,0.187869362,1241,1241,1241,0.173184358,0.173184358,0.173184358,1241,1241,1241,0.098137059,0.098137059,0.098137059,1241,1241,1241,0.350493465,0.350493465,0.350493465,1241,1241,1241,0.474531475,0.474531475,0.474531475
138,1250,1250,1250,0.117411608,0.117411608,0.117411608,1250,1250,1250,0.203346614,0.203346614,0.203346614,1250,1250,1250,0.184063865,0.184063865,0.184063865,1250,1250,1250,0.107551867,0.107551867,0.107551867,1250,1250,1250,0.323011364,0.323011364,0.323011364,1250,1250,1250,0.440656076,0.440656076,0.440656076
139,1259,1259,1259,0.149232159,0.149232159,0.149232159,1259,1259,1259,0.186629526,0.186629526,0.186629526,1259,1259,1259,0.159919028,0.159919028,0.159919028,1259,1259,1259,0.103286385,0.103286385,0.103286385,1259,1259,1259,0.245375218,0.245375218,0.245375218,1259,1259,1259,0.370291292,0.370291292,0.370291292
140,1268,1268,1268,0.140010049,0.140010049,0.140010049,1268,1268,1268,0.19482976,0.19482976,0.19482976,1268,1268,1268,0.203856749,0.203856749,0.203856749,1268,1268,1268,0.096276417,0.096276417,0.096276417,1268,1268,1268,0.322520606,0.322520606,0.322520606,1268,1268,1268,0.414381914,0.414381914,0.414381914
141,1277,1277,1277,0.123966942,0.123966942,0.123966942,1277,1277,1277,0.21214179,0.21214179,0.21214179,1277,1277,1277,0.179970584,0.179970584,0.179970584,1277,1277,1277,0.101675332,0.101675332,0.101675332,1277,1277,1277,0.336215666,0.336215666,0.336215666,1277,1277,1277,0.461466055,0.461466055,0.461466055
142,1286,1286,1286,0.11448561,0.11448561,0.11448561,1286,1286,1286,0.195913462,0.195913462,0.195913462,1286,1286,1286,0.180008531,0.180008531,0.180008531,1286,1286,1286,0.098855532,0.098855532,0.098855532,1286,1286,1286,0.346905537,0.346905537,0.346905537,1286,1286,1286,0.438256961,0.438256961,0.438256961
143,1295,1295,1295,0.127572016,0.127572016,0.127572016,1295,1295,1295,0.167305936,0.167305936,0.167305936,1295,1295,1295,0.163190389,0.163190389,0.163190389,1295,1295,1295,0.094936709,0.094936709,0.094936709,1295,1295,1295,0.241005337,0.241005337,0.241005337,1295,1295,1295,0.364229765,0.364229765,0.364229765
144,1304,1304,1304,0.12181014,0.12181014,0.12181014,1304,1304,1304,0.177763413,0.177763413,0.177763413,1304,1304,1304,0.1751693,0.1751693,0.1751693,1304,1304,1304,0.101632172,0.101632172,0.101632172,1304,1304,1304,0.294633866,0.294633866,0.294633866,1304,1304,1304,0.421095555,0.421095555,0.421095555
145,1313,1313,1313,0.104981867,0.104981867,0.104981867,1313,1313,1313,0.165405596,0.165405596,0.165405596,1313,1313,1313,0.193804364,0.193804364,0.193804364,1313,1313,1313,0.077303884,0.077303884,0.077303884,1313,1313,1313,0.300571429,0.300571429,0.300571429,1313,1313,1313,0.395531321,0.395531321,0.395531321
146,1322,1322,1322,0.135551448,0.135551448,0.135551448,1322,1322,1322,0.193089431,0.193089431,0.193089431,1322,1322,1322,0.169679715,0.169679715,0.169679715,1322,1322,1322,0.116935484,0.116935484,0.116935484,1322,1322,1322,0.298730795,0.298730795,0.298730795,1322,1322,1322,0.40871395,0.40871395,0.40871395
