training_step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MAX,lr5e-5,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-iii__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-iii__MAX,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MAX,lr3e-5,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-iii__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-iii__MAX,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MAX,lr2e-5,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-iii__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-iii__MAX,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MAX,lr1e-5,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-iii__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-iii__MAX,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MAX,lr2e-4,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-iii__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-iii__MAX,sso01-adamw-freeze.base-30v736in - _step,sso01-adamw-freeze.base-30v736in - _step__MIN,sso01-adamw-freeze.base-30v736in - _step__MAX,lr4e-4,sso01-adamw-freeze.base-30v736in - training/f1_score-iii__MIN,sso01-adamw-freeze.base-30v736in - training/f1_score-iii__MAX
8194,87076,87076,87076,0.627821639,0.627821639,0.627821639,87076,87076,87076,0.608369699,0.608369699,0.608369699,87076,87076,87076,0.571234428,0.571234428,0.571234428,87076,87076,87076,0.555186208,0.555186208,0.555186208,87076,87076,87076,0.692764064,0.692764064,0.692764064,87076,87076,87076,0.70363127,0.70363127,0.70363127
8195,87085,87085,87085,0.642808913,0.642808913,0.642808913,87085,87085,87085,0.637289916,0.637289916,0.637289916,87085,87085,87085,0.613851942,0.613851942,0.613851942,87085,87085,87085,0.606866002,0.606866002,0.606866002,87085,87085,87085,0.693169426,0.693169426,0.693169426,87085,87085,87085,0.704347826,0.704347826,0.704347826
8196,87094,87094,87094,0.727541343,0.727541343,0.727541343,87094,87094,87094,0.692098093,0.692098093,0.692098093,87094,87094,87094,0.656496161,0.656496161,0.656496161,87094,87094,87094,0.637933609,0.637933609,0.637933609,87094,87094,87094,0.769783179,0.769783179,0.769783179,87094,87094,87094,0.780242397,0.780242397,0.780242397
8197,87103,87103,87103,0.711781451,0.711781451,0.711781451,87103,87103,87103,0.693926881,0.693926881,0.693926881,87103,87103,87103,0.652450277,0.652450277,0.652450277,87103,87103,87103,0.652265649,0.652265649,0.652265649,87103,87103,87103,0.767576906,0.767576906,0.767576906,87103,87103,87103,0.775238729,0.775238729,0.775238729
8198,87112,87112,87112,0.701393035,0.701393035,0.701393035,87112,87112,87112,0.661803237,0.661803237,0.661803237,87112,87112,87112,0.612644043,0.612644043,0.612644043,87112,87112,87112,0.599989472,0.599989472,0.599989472,87112,87112,87112,0.756633598,0.756633598,0.756633598,87112,87112,87112,0.762737499,0.762737499,0.762737499
8199,87121,87121,87121,0.719716018,0.719716018,0.719716018,87121,87121,87121,0.708496992,0.708496992,0.708496992,87121,87121,87121,0.675243429,0.675243429,0.675243429,87121,87121,87121,0.659136345,0.659136345,0.659136345,87121,87121,87121,0.775025995,0.775025995,0.775025995,87121,87121,87121,0.790447705,0.790447705,0.790447705
8200,87130,87130,87130,0.636634038,0.636634038,0.636634038,87130,87130,87130,0.6135388,0.6135388,0.6135388,87130,87130,87130,0.576292066,0.576292066,0.576292066,87130,87130,87130,0.558419148,0.558419148,0.558419148,87130,87130,87130,0.687061027,0.687061027,0.687061027,87130,87130,87130,0.705265836,0.705265836,0.705265836
8201,87139,87139,87139,0.669858003,0.669858003,0.669858003,87139,87139,87139,0.646382393,0.646382393,0.646382393,87139,87139,87139,0.603613298,0.603613298,0.603613298,87139,87139,87139,0.590837461,0.590837461,0.590837461,87139,87139,87139,0.736438024,0.736438024,0.736438024,87139,87139,87139,0.747456523,0.747456523,0.747456523
8202,87148,87148,87148,0.695734127,0.695734127,0.695734127,87148,87148,87148,0.666463971,0.666463971,0.666463971,87148,87148,87148,0.624719804,0.624719804,0.624719804,87148,87148,87148,0.599770523,0.599770523,0.599770523,87148,87148,87148,0.755188298,0.755188298,0.755188298,87148,87148,87148,0.765859825,0.765859825,0.765859825
8203,87157,87157,87157,0.680389459,0.680389459,0.680389459,87157,87157,87157,0.670461133,0.670461133,0.670461133,87157,87157,87157,0.64202003,0.64202003,0.64202003,87157,87157,87157,0.635351899,0.635351899,0.635351899,87157,87157,87157,0.723575974,0.723575974,0.723575974,87157,87157,87157,0.732411801,0.732411801,0.732411801
8204,87166,87166,87166,0.641288433,0.641288433,0.641288433,87166,87166,87166,0.619792524,0.619792524,0.619792524,87166,87166,87166,0.583194213,0.583194213,0.583194213,87166,87166,87166,0.56281407,0.56281407,0.56281407,87166,87166,87166,0.713124035,0.713124035,0.713124035,87166,87166,87166,0.724926028,0.724926028,0.724926028
8205,87175,87175,87175,0.687023692,0.687023692,0.687023692,87175,87175,87175,0.655225383,0.655225383,0.655225383,87175,87175,87175,0.634319146,0.634319146,0.634319146,87175,87175,87175,0.615482841,0.615482841,0.615482841,87175,87175,87175,0.72841114,0.72841114,0.72841114,87175,87175,87175,0.739522599,0.739522599,0.739522599
8206,87184,87184,87184,0.705411463,0.705411463,0.705411463,87184,87184,87184,0.684230416,0.684230416,0.684230416,87184,87184,87184,0.639180963,0.639180963,0.639180963,87184,87184,87184,0.629550556,0.629550556,0.629550556,87184,87184,87184,0.765386585,0.765386585,0.765386585,87184,87184,87184,0.773265823,0.773265823,0.773265823
8207,87193,87193,87193,0.692342501,0.692342501,0.692342501,87193,87193,87193,0.679367325,0.679367325,0.679367325,87193,87193,87193,0.649092035,0.649092035,0.649092035,87193,87193,87193,0.635176495,0.635176495,0.635176495,87193,87193,87193,0.754189144,0.754189144,0.754189144,87193,87193,87193,0.757512362,0.757512362,0.757512362
8208,87202,87202,87202,0.691105284,0.691105284,0.691105284,87202,87202,87202,0.663346511,0.663346511,0.663346511,87202,87202,87202,0.625521703,0.625521703,0.625521703,87202,87202,87202,0.618436647,0.618436647,0.618436647,87202,87202,87202,0.738890502,0.738890502,0.738890502,87202,87202,87202,0.74911254,0.74911254,0.74911254
8209,87211,87211,87211,0.683963228,0.683963228,0.683963228,87211,87211,87211,0.663811342,0.663811342,0.663811342,87211,87211,87211,0.636339842,0.636339842,0.636339842,87211,87211,87211,0.624728626,0.624728626,0.624728626,87211,87211,87211,0.726228209,0.726228209,0.726228209,87211,87211,87211,0.723436022,0.723436022,0.723436022
8210,87220,87220,87220,0.689858233,0.689858233,0.689858233,87220,87220,87220,0.660859017,0.660859017,0.660859017,87220,87220,87220,0.623845041,0.623845041,0.623845041,87220,87220,87220,0.611818728,0.611818728,0.611818728,87220,87220,87220,0.742716412,0.742716412,0.742716412,87220,87220,87220,0.744058885,0.744058885,0.744058885
8211,87229,87229,87229,0.675337136,0.675337136,0.675337136,87229,87229,87229,0.645196211,0.645196211,0.645196211,87229,87229,87229,0.625534911,0.625534911,0.625534911,87229,87229,87229,0.605011094,0.605011094,0.605011094,87229,87229,87229,0.721145919,0.721145919,0.721145919,87229,87229,87229,0.733667314,0.733667314,0.733667314
8212,87238,87238,87238,0.655721873,0.655721873,0.655721873,87238,87238,87238,0.638186996,0.638186996,0.638186996,87238,87238,87238,0.59584438,0.59584438,0.59584438,87238,87238,87238,0.574012662,0.574012662,0.574012662,87238,87238,87238,0.708999012,0.708999012,0.708999012,87238,87238,87238,0.720212643,0.720212643,0.720212643
8213,87247,87247,87247,0.71919053,0.71919053,0.71919053,87247,87247,87247,0.701457639,0.701457639,0.701457639,87247,87247,87247,0.670501986,0.670501986,0.670501986,87247,87247,87247,0.665756611,0.665756611,0.665756611,87247,87247,87247,0.769633998,0.769633998,0.769633998,87247,87247,87247,0.776174965,0.776174965,0.776174965
8214,87256,87256,87256,0.669879791,0.669879791,0.669879791,87256,87256,87256,0.646634754,0.646634754,0.646634754,87256,87256,87256,0.618064516,0.618064516,0.618064516,87256,87256,87256,0.599873396,0.599873396,0.599873396,87256,87256,87256,0.727096148,0.727096148,0.727096148,87256,87256,87256,0.739724559,0.739724559,0.739724559
8215,87265,87265,87265,0.713607595,0.713607595,0.713607595,87265,87265,87265,0.684606452,0.684606452,0.684606452,87265,87265,87265,0.644269593,0.644269593,0.644269593,87265,87265,87265,0.620157448,0.620157448,0.620157448,87265,87265,87265,0.76954286,0.76954286,0.76954286,87265,87265,87265,0.78341532,0.78341532,0.78341532
8216,87274,87274,87274,0.713050353,0.713050353,0.713050353,87274,87274,87274,0.681226672,0.681226672,0.681226672,87274,87274,87274,0.652471326,0.652471326,0.652471326,87274,87274,87274,0.639407861,0.639407861,0.639407861,87274,87274,87274,0.762218045,0.762218045,0.762218045,87274,87274,87274,0.770554672,0.770554672,0.770554672
8217,87283,87283,87283,0.698732566,0.698732566,0.698732566,87283,87283,87283,0.662322854,0.662322854,0.662322854,87283,87283,87283,0.622418553,0.622418553,0.622418553,87283,87283,87283,0.607222132,0.607222132,0.607222132,87283,87283,87283,0.748947822,0.748947822,0.748947822,87283,87283,87283,0.763260804,0.763260804,0.763260804
8218,87292,87292,87292,0.708067445,0.708067445,0.708067445,87292,87292,87292,0.687339315,0.687339315,0.687339315,87292,87292,87292,0.657733823,0.657733823,0.657733823,87292,87292,87292,0.643462598,0.643462598,0.643462598,87292,87292,87292,0.749508494,0.749508494,0.749508494,87292,87292,87292,0.7637,0.7637,0.7637
8219,87301,87301,87301,0.763215259,0.763215259,0.763215259,87301,87301,87301,0.729153079,0.729153079,0.729153079,87301,87301,87301,0.682555732,0.682555732,0.682555732,87301,87301,87301,0.656225756,0.656225756,0.656225756,87301,87301,87301,0.823018835,0.823018835,0.823018835,87301,87301,87301,0.830864891,0.830864891,0.830864891
8220,87310,87310,87310,0.692564745,0.692564745,0.692564745,87310,87310,87310,0.671078405,0.671078405,0.671078405,87310,87310,87310,0.64144684,0.64144684,0.64144684,87310,87310,87310,0.632564008,0.632564008,0.632564008,87310,87310,87310,0.74277384,0.74277384,0.74277384,87310,87310,87310,0.745332263,0.745332263,0.745332263
8221,87319,87319,87319,0.711962598,0.711962598,0.711962598,87319,87319,87319,0.689690935,0.689690935,0.689690935,87319,87319,87319,0.654090044,0.654090044,0.654090044,87319,87319,87319,0.635667916,0.635667916,0.635667916,87319,87319,87319,0.769349249,0.769349249,0.769349249,87319,87319,87319,0.778710141,0.778710141,0.778710141
8222,87328,87328,87328,0.732996011,0.732996011,0.732996011,87328,87328,87328,0.700248139,0.700248139,0.700248139,87328,87328,87328,0.661100992,0.661100992,0.661100992,87328,87328,87328,0.637773723,0.637773723,0.637773723,87328,87328,87328,0.773867465,0.773867465,0.773867465,87328,87328,87328,0.785072821,0.785072821,0.785072821
8223,87337,87337,87337,0.640619416,0.640619416,0.640619416,87337,87337,87337,0.61179765,0.61179765,0.61179765,87337,87337,87337,0.579155836,0.579155836,0.579155836,87337,87337,87337,0.567080252,0.567080252,0.567080252,87337,87337,87337,0.704163376,0.704163376,0.704163376,87337,87337,87337,0.714005272,0.714005272,0.714005272
8224,87346,87346,87346,0.677785265,0.677785265,0.677785265,87346,87346,87346,0.644477544,0.644477544,0.644477544,87346,87346,87346,0.621813768,0.621813768,0.621813768,87346,87346,87346,0.60903329,0.60903329,0.60903329,87346,87346,87346,0.726546475,0.726546475,0.726546475,87346,87346,87346,0.73890785,0.73890785,0.73890785
8225,87355,87355,87355,0.645960751,0.645960751,0.645960751,87355,87355,87355,0.62378969,0.62378969,0.62378969,87355,87355,87355,0.584228798,0.584228798,0.584228798,87355,87355,87355,0.578531196,0.578531196,0.578531196,87355,87355,87355,0.698841102,0.698841102,0.698841102,87355,87355,87355,0.713726288,0.713726288,0.713726288
8226,87364,87364,87364,0.684616548,0.684616548,0.684616548,87364,87364,87364,0.676235722,0.676235722,0.676235722,87364,87364,87364,0.656501049,0.656501049,0.656501049,87364,87364,87364,0.643513582,0.643513582,0.643513582,87364,87364,87364,0.723759332,0.723759332,0.723759332,87364,87364,87364,0.740225891,0.740225891,0.740225891
8227,87373,87373,87373,0.70960622,0.70960622,0.70960622,87373,87373,87373,0.687602459,0.687602459,0.687602459,87373,87373,87373,0.645795031,0.645795031,0.645795031,87373,87373,87373,0.631865543,0.631865543,0.631865543,87373,87373,87373,0.767835091,0.767835091,0.767835091,87373,87373,87373,0.77535509,0.77535509,0.77535509
8228,87382,87382,87382,0.673085513,0.673085513,0.673085513,87382,87382,87382,0.641476985,0.641476985,0.641476985,87382,87382,87382,0.610724054,0.610724054,0.610724054,87382,87382,87382,0.602250165,0.602250165,0.602250165,87382,87382,87382,0.731912879,0.731912879,0.731912879,87382,87382,87382,0.740678125,0.740678125,0.740678125
8229,87391,87391,87391,0.732049204,0.732049204,0.732049204,87391,87391,87391,0.703730869,0.703730869,0.703730869,87391,87391,87391,0.675207687,0.675207687,0.675207687,87391,87391,87391,0.649477774,0.649477774,0.649477774,87391,87391,87391,0.780674219,0.780674219,0.780674219,87391,87391,87391,0.795281617,0.795281617,0.795281617
8230,87400,87400,87400,0.699621371,0.699621371,0.699621371,87400,87400,87400,0.67682701,0.67682701,0.67682701,87400,87400,87400,0.645095184,0.645095184,0.645095184,87400,87400,87400,0.625972215,0.625972215,0.625972215,87400,87400,87400,0.753397282,0.753397282,0.753397282,87400,87400,87400,0.763965927,0.763965927,0.763965927
8231,87409,87409,87409,0.717568851,0.717568851,0.717568851,87409,87409,87409,0.699190931,0.699190931,0.699190931,87409,87409,87409,0.660939919,0.660939919,0.660939919,87409,87409,87409,0.644228372,0.644228372,0.644228372,87409,87409,87409,0.767646525,0.767646525,0.767646525,87409,87409,87409,0.782604797,0.782604797,0.782604797
8232,87418,87418,87418,0.704047712,0.704047712,0.704047712,87418,87418,87418,0.670054302,0.670054302,0.670054302,87418,87418,87418,0.637409201,0.637409201,0.637409201,87418,87418,87418,0.620434674,0.620434674,0.620434674,87418,87418,87418,0.757825986,0.757825986,0.757825986,87418,87418,87418,0.764444444,0.764444444,0.764444444
8233,87427,87427,87427,0.659694625,0.659694625,0.659694625,87427,87427,87427,0.623446207,0.623446207,0.623446207,87427,87427,87427,0.578750138,0.578750138,0.578750138,87427,87427,87427,0.567847173,0.567847173,0.567847173,87427,87427,87427,0.71879355,0.71879355,0.71879355,87427,87427,87427,0.727407407,0.727407407,0.727407407
8234,87436,87436,87436,0.721972873,0.721972873,0.721972873,87436,87436,87436,0.703334993,0.703334993,0.703334993,87436,87436,87436,0.677213601,0.677213601,0.677213601,87436,87436,87436,0.657269956,0.657269956,0.657269956,87436,87436,87436,0.77240656,0.77240656,0.77240656,87436,87436,87436,0.778987402,0.778987402,0.778987402
8235,87445,87445,87445,0.673174297,0.673174297,0.673174297,87445,87445,87445,0.648637183,0.648637183,0.648637183,87445,87445,87445,0.61307239,0.61307239,0.61307239,87445,87445,87445,0.612273065,0.612273065,0.612273065,87445,87445,87445,0.72734571,0.72734571,0.72734571,87445,87445,87445,0.738146176,0.738146176,0.738146176
8236,87454,87454,87454,0.705795496,0.705795496,0.705795496,87454,87454,87454,0.673504457,0.673504457,0.673504457,87454,87454,87454,0.638395541,0.638395541,0.638395541,87454,87454,87454,0.605535763,0.605535763,0.605535763,87454,87454,87454,0.767171717,0.767171717,0.767171717,87454,87454,87454,0.776476502,0.776476502,0.776476502
8237,87463,87463,87463,0.698911244,0.698911244,0.698911244,87463,87463,87463,0.661488607,0.661488607,0.661488607,87463,87463,87463,0.612094006,0.612094006,0.612094006,87463,87463,87463,0.602102415,0.602102415,0.602102415,87463,87463,87463,0.756198347,0.756198347,0.756198347,87463,87463,87463,0.765352975,0.765352975,0.765352975
8238,87472,87472,87472,0.667295301,0.667295301,0.667295301,87472,87472,87472,0.659211424,0.659211424,0.659211424,87472,87472,87472,0.637070744,0.637070744,0.637070744,87472,87472,87472,0.628812324,0.628812324,0.628812324,87472,87472,87472,0.706832614,0.706832614,0.706832614,87472,87472,87472,0.723438522,0.723438522,0.723438522
8239,87481,87481,87481,0.654007995,0.654007995,0.654007995,87481,87481,87481,0.637387509,0.637387509,0.637387509,87481,87481,87481,0.61759445,0.61759445,0.61759445,87481,87481,87481,0.60278878,0.60278878,0.60278878,87481,87481,87481,0.694711172,0.694711172,0.694711172,87481,87481,87481,0.708048976,0.708048976,0.708048976
8240,87490,87490,87490,0.686765818,0.686765818,0.686765818,87490,87490,87490,0.664219809,0.664219809,0.664219809,87490,87490,87490,0.624986942,0.624986942,0.624986942,87490,87490,87490,0.609320107,0.609320107,0.609320107,87490,87490,87490,0.746882373,0.746882373,0.746882373,87490,87490,87490,0.748449743,0.748449743,0.748449743
8241,87499,87499,87499,0.70302638,0.70302638,0.70302638,87499,87499,87499,0.677663306,0.677663306,0.677663306,87499,87499,87499,0.644485111,0.644485111,0.644485111,87499,87499,87499,0.62556226,0.62556226,0.62556226,87499,87499,87499,0.757975286,0.757975286,0.757975286,87499,87499,87499,0.775200122,0.775200122,0.775200122
8242,87508,87508,87508,0.713822005,0.713822005,0.713822005,87508,87508,87508,0.681795708,0.681795708,0.681795708,87508,87508,87508,0.63784999,0.63784999,0.63784999,87508,87508,87508,0.626308834,0.626308834,0.626308834,87508,87508,87508,0.781974879,0.781974879,0.781974879,87508,87508,87508,0.787569023,0.787569023,0.787569023
8243,87517,87517,87517,0.686596476,0.686596476,0.686596476,87517,87517,87517,0.654545455,0.654545455,0.654545455,87517,87517,87517,0.610764028,0.610764028,0.610764028,87517,87517,87517,0.598533508,0.598533508,0.598533508,87517,87517,87517,0.740294789,0.740294789,0.740294789,87517,87517,87517,0.748704796,0.748704796,0.748704796
8244,87526,87526,87526,0.652089407,0.652089407,0.652089407,87526,87526,87526,0.629662133,0.629662133,0.629662133,87526,87526,87526,0.600267827,0.600267827,0.600267827,87526,87526,87526,0.583684795,0.583684795,0.583684795,87526,87526,87526,0.700918367,0.700918367,0.700918367,87526,87526,87526,0.70581021,0.70581021,0.70581021
8245,87535,87535,87535,0.674619023,0.674619023,0.674619023,87535,87535,87535,0.653013208,0.653013208,0.653013208,87535,87535,87535,0.602432387,0.602432387,0.602432387,87535,87535,87535,0.589048673,0.589048673,0.589048673,87535,87535,87535,0.728623423,0.728623423,0.728623423,87535,87535,87535,0.741714062,0.741714062,0.741714062
8246,87544,87544,87544,0.646670397,0.646670397,0.646670397,87544,87544,87544,0.619732785,0.619732785,0.619732785,87544,87544,87544,0.595481133,0.595481133,0.595481133,87544,87544,87544,0.589872009,0.589872009,0.589872009,87544,87544,87544,0.68771815,0.68771815,0.68771815,87544,87544,87544,0.710617999,0.710617999,0.710617999
8247,87553,87553,87553,0.669529262,0.669529262,0.669529262,87553,87553,87553,0.651187847,0.651187847,0.651187847,87553,87553,87553,0.605737158,0.605737158,0.605737158,87553,87553,87553,0.594058308,0.594058308,0.594058308,87553,87553,87553,0.725155045,0.725155045,0.725155045,87553,87553,87553,0.727172331,0.727172331,0.727172331
8248,87562,87562,87562,0.701264489,0.701264489,0.701264489,87562,87562,87562,0.656847177,0.656847177,0.656847177,87562,87562,87562,0.605745894,0.605745894,0.605745894,87562,87562,87562,0.575433836,0.575433836,0.575433836,87562,87562,87562,0.775134382,0.775134382,0.775134382,87562,87562,87562,0.782419753,0.782419753,0.782419753
8249,87571,87571,87571,0.711438301,0.711438301,0.711438301,87571,87571,87571,0.688511368,0.688511368,0.688511368,87571,87571,87571,0.664230984,0.664230984,0.664230984,87571,87571,87571,0.651647141,0.651647141,0.651647141,87571,87571,87571,0.757044125,0.757044125,0.757044125,87571,87571,87571,0.766886207,0.766886207,0.766886207
8250,87580,87580,87580,0.689079448,0.689079448,0.689079448,87580,87580,87580,0.668083396,0.668083396,0.668083396,87580,87580,87580,0.63619403,0.63619403,0.63619403,87580,87580,87580,0.624430264,0.624430264,0.624430264,87580,87580,87580,0.733082707,0.733082707,0.733082707,87580,87580,87580,0.743487084,0.743487084,0.743487084
8251,87589,87589,87589,0.723543813,0.723543813,0.723543813,87589,87589,87589,0.693455907,0.693455907,0.693455907,87589,87589,87589,0.653410201,0.653410201,0.653410201,87589,87589,87589,0.639037041,0.639037041,0.639037041,87589,87589,87589,0.772240418,0.772240418,0.772240418,87589,87589,87589,0.787833567,0.787833567,0.787833567
8252,87598,87598,87598,0.704101409,0.704101409,0.704101409,87598,87598,87598,0.6810331,0.6810331,0.6810331,87598,87598,87598,0.649414063,0.649414063,0.649414063,87598,87598,87598,0.626546198,0.626546198,0.626546198,87598,87598,87598,0.743443902,0.743443902,0.743443902,87598,87598,87598,0.754428621,0.754428621,0.754428621
8253,87607,87607,87607,0.674394956,0.674394956,0.674394956,87607,87607,87607,0.644593895,0.644593895,0.644593895,87607,87607,87607,0.60850324,0.60850324,0.60850324,87607,87607,87607,0.597575568,0.597575568,0.597575568,87607,87607,87607,0.7374909,0.7374909,0.7374909,87607,87607,87607,0.734899981,0.734899981,0.734899981
8254,87616,87616,87616,0.691284198,0.691284198,0.691284198,87616,87616,87616,0.669929642,0.669929642,0.669929642,87616,87616,87616,0.623859943,0.623859943,0.623859943,87616,87616,87616,0.609413965,0.609413965,0.609413965,87616,87616,87616,0.744075378,0.744075378,0.744075378,87616,87616,87616,0.759048604,0.759048604,0.759048604
